0, 20720
0, 424
0, 7620
0, 76
0, 76
0, 92
0, 114
0, 92
0, 94
0, 108
0, 88
0, 408
0, 94
0, 256
0, 112
0, 106
0, 174
0, 88
0, 92
0, 104
0, 90
0, 114
0, 96
0, 86
0, 94
0, 110
0, 220
0, 224
0, 190
0, 106
0, 86
0, 108
0, 96
0, 90
0, 96
0, 106
0, 102
0, 260
0, 90
0, 104
0, 90
0, 106
0, 96
0, 106
0, 90
0, 104
0, 96
0, 552
0, 498
0, 92
0, 80
0, 88
0, 84
0, 88
0, 92
0, 86
0, 12886
0, 90
0, 90
0, 90
0, 86
0, 86
0, 88
0, 236
0, 86
0, 412
0, 102
0, 102
0, 104
0, 88
0, 92
0, 100
0, 496
0, 182
0, 140
0, 100
0, 96
0, 94
0, 98
0, 94
655746, 350
0, 266
0, 98
0, 94
0, 98
0, 96
0, 98
0, 96
0, 102
0, 132
0, 102
0, 102
0, 96
0, 98
0, 96
0, 98
0, 94
0, 94
0, 84
0, 92
0, 90
0, 86
0, 86
0, 108
0, 94
0, 92
0, 94
0, 94
0, 100
0, 92
0, 98
0, 90
0, 92
0, 94
0, 100
0, 94
0, 96
0, 108
0, 98
0, 92
0, 96
0, 92
0, 94
0, 100
0, 10944
0, 92
0, 96
0, 90
0, 100
0, 428
0, 106
0, 86
0, 102
0, 102
0, 102
0, 104
0, 100
0, 96
0, 96
0, 98
0, 100
0, 100
0, 100
0, 98
0, 96
0, 100
0, 96
0, 184
0, 116
0, 98
0, 100
0, 100
0, 156
0, 150
0, 100
0, 86
0, 98
0, 576
0, 230
0, 122
0, 110
1482, 138
248, 78
120, 78
126, 78
182, 80
182, 74
180, 74
186, 76
206, 78
176, 74
200, 100
196, 100
196, 104
176, 72
184, 74
200, 78
182, 72
188, 74
180, 76
182, 74
182, 76
180, 72
180, 74
184, 78
196, 72
180, 94
176, 96
190, 76
188, 72
180, 96
180, 98
178, 82
0, 250
0, 110
0, 114
0, 158
0, 146
0, 120
0, 112
0, 106
0, 116
0, 118
0, 110
0, 102
0, 102
0, 112
0, 104
0, 112
0, 104
0, 110
0, 114
0, 104
0, 108
0, 102
0, 102
0, 106
0, 104
0, 102
0, 96
0, 104
0, 112
0, 102
0, 104
0, 106
296, 74
192, 78
184, 74
178, 72
280, 72
122, 78
166, 216
182, 76
180, 74
138, 74
180, 80
180, 74
142, 74
142, 74
178, 76
182, 78
138, 76
136, 74
176, 80
180, 74
138, 74
398, 78
138, 78
188, 74
182, 74
178, 76
218, 76
202, 78
186, 74
136, 74
138, 80
178, 76
0, 108
0, 124
0, 240
0, 148
0, 262
0, 118
0, 134
0, 112
0, 106
0, 104
0, 108
0, 108
0, 152
0, 114
0, 104
0, 102
0, 188
0, 200
0, 102
0, 108
0, 104
0, 112
0, 100
0, 106
0, 108
0, 104
0, 102
0, 108
0, 186
0, 110
0, 104
0, 106
292, 74
162, 74
178, 72
176, 74
176, 78
182, 78
194, 78
140, 74
322, 102
184, 98
176, 74
186, 74
174, 76
174, 74
180, 74
186, 74
138, 74
138, 74
186, 78
316, 70
320, 72
306, 76
142, 78
142, 74
186, 76
180, 74
188, 74
196, 72
184, 78
178, 72
138, 74
138, 78
0, 262
0, 110
0, 110
0, 114
0, 110
0, 108
0, 112
0, 102
0, 126
0, 120
0, 98
0, 104
0, 108
0, 118
0, 112
0, 112
0, 102
0, 108
0, 110
0, 94
0, 102
0, 84
0, 110
0, 102
0, 108
0, 106
0, 118
0, 106
0, 106
0, 112
0, 108
0, 108
198, 78
146, 74
140, 76
140, 76
196, 78
152, 74
124, 76
138, 76
178, 74
182, 74
176, 74
1138, 458
270, 120
226, 68
308, 84
206, 78
182, 72
312, 74
200, 76
178, 74
178, 76
178, 74
202, 76
140, 74
144, 74
276, 76
188, 78
184, 74
200, 78
178, 76
184, 76
176, 78
0, 176
0, 110
0, 108
0, 108
0, 110
0, 104
0, 106
0, 204
0, 94
0, 94
0, 94
0, 100
0, 96
0, 110
0, 98
0, 102
0, 96
0, 96
0, 96
0, 108
0, 94
0, 94
0, 108
0, 92
0, 96
0, 96
0, 102
0, 96
0, 94
0, 104
0, 98
0, 104
420, 74
188, 78
110, 74
170, 74
176, 76
174, 74
176, 80
178, 74
176, 74
180, 78
178, 74
160, 78
180, 78
180, 74
142, 72
178, 74
174, 76
184, 74
186, 74
170, 74
184, 74
176, 74
180, 78
180, 76
174, 74
1168, 494
234, 726
210, 76
174, 72
1082, 1126
148, 106
106, 98
0, 588
0, 84
0, 112
0, 104
0, 130
0, 104
0, 114
0, 104
0, 140
0, 108
0, 124
0, 152
0, 130
0, 106
0, 132
0, 136
0, 106
0, 104
0, 106
0, 110
0, 138
0, 130
0, 126
0, 106
0, 110
0, 112
0, 136
0, 132
0, 128
0, 134
0, 132
0, 108
196, 74
164, 74
166, 78
190, 74
184, 72
174, 96
184, 100
178, 96
186, 108
168, 104
178, 104
192, 106
178, 104
170, 78
170, 74
300, 72
176, 76
178, 74
176, 100
174, 74
168, 74
172, 78
174, 74
172, 76
172, 74
174, 74
170, 74
182, 78
176, 78
174, 76
168, 74
174, 74
0, 98
0, 110
0, 114
0, 110
0, 110
0, 140
0, 114
0, 104
0, 110
0, 132
0, 132
0, 132
0, 110
0, 102
0, 132
0, 130
0, 100
0, 102
0, 108
0, 108
0, 108
0, 102
0, 132
0, 104
0, 104
0, 104
0, 98
0, 104
0, 104
0, 102
0, 108
0, 104
216, 74
184, 74
168, 102
184, 148
172, 96
168, 82
182, 74
184, 74
272, 92
172, 128
186, 96
182, 100
180, 74
168, 74
186, 96
192, 76
188, 74
164, 74
170, 74
168, 78
248, 58
284, 74
154, 106
138, 74
134, 88
