0, 6184
0, 398
0, 190
0, 84
0, 90
0, 86
0, 96
0, 86
0, 96
0, 86
0, 90
0, 82
0, 164
0, 86
0, 94
0, 86
0, 86
0, 92
0, 86
0, 214
0, 86
0, 84
0, 86
0, 86
0, 82
0, 86
0, 86
0, 90
0, 186
0, 84
0, 86
0, 6454
0, 5172
0, 88
0, 84
0, 88
0, 86
0, 90
0, 172
0, 86
0, 86
0, 90
0, 88
0, 84
0, 88
0, 88
0, 86
0, 84
0, 88
0, 86
0, 332
0, 92
0, 90
0, 86
0, 90
0, 92
0, 90
0, 86
0, 88
0, 88
0, 86
0, 86
0, 90
0, 86
0, 90
0, 90
0, 76
0, 86
0, 86
0, 86
0, 84
0, 86
0, 86
0, 92
0, 86
0, 86
0, 88
0, 86
0, 88
0, 84
26310, 74
0, 86
0, 86
0, 86
0, 86
0, 86
0, 86
0, 86
0, 86
0, 86
0, 84
0, 88
0, 90
0, 86
0, 86
0, 92
0, 86
0, 74
0, 88
0, 90
0, 88
0, 94
0, 86
0, 92
0, 650
0, 94
0, 90
0, 90
0, 92
0, 280
0, 228
0, 88
0, 284
0, 208
0, 262
0, 88
0, 86
0, 244
0, 90
0, 224
0, 88
0, 274
0, 86
0, 92
0, 88
0, 86
0, 252
0, 226
0, 86
0, 90
0, 86
0, 86
0, 90
0, 84
0, 88
0, 86
0, 86
0, 88
0, 86
0, 90
0, 90
0, 98
0, 88
0, 86
0, 90
0, 90
0, 84
0, 88
0, 84
0, 88
0, 86
0, 86
0, 88
0, 90
0, 84
0, 86
0, 86
0, 86
0, 86
0, 84
0, 84
764, 78
422, 78
148, 76
144, 76
178, 78
134, 76
150, 76
144, 76
138, 76
142, 76
138, 78
138, 76
150, 76
146, 286
146, 76
150, 76
140, 80
154, 76
140, 80
240, 146
144, 80
140, 80
390, 74
308, 184
144, 76
140, 76
138, 76
150, 268
148, 76
142, 78
290, 76
168, 248
0, 84
0, 88
0, 92
0, 86
0, 90
0, 88
0, 86
0, 86
0, 86
0, 86
0, 86
0, 86
0, 230
0, 86
0, 86
0, 86
0, 90
0, 86
0, 86
0, 86
0, 86
0, 86
0, 86
0, 84
0, 86
0, 90
0, 86
0, 86
0, 86
0, 86
0, 258
0, 86
526, 76
148, 76
100, 76
96, 78
140, 76
92, 772
94, 80
146, 78
306, 76
704, 76
148, 76
296, 74
140, 78
162, 76
300, 270
250, 78
140, 76
142, 76
146, 78
140, 74
152, 76
220, 74
224, 76
146, 76
310, 70
140, 76
318, 80
214, 228
142, 76
252, 76
168, 70
172, 108
0, 118
0, 266
0, 90
0, 86
0, 84
0, 86
0, 84
0, 86
0, 86
0, 86
0, 88
0, 86
0, 84
0, 596
0, 170
0, 94
0, 100
0, 100
0, 96
0, 90
0, 96
0, 94
0, 102
0, 96
0, 94
0, 94
0, 98
0, 98
0, 92
0, 94
0, 96
0, 98
1782, 72
266, 80
210, 76
88, 82
102, 78
128, 80
160, 80
126, 78
124, 80
126, 76
126, 76
126, 76
124, 84
138, 76
126, 78
126, 76
124, 80
122, 76
124, 78
122, 78
124, 82
124, 84
124, 78
126, 78
124, 80
128, 76
124, 76
120, 82
124, 78
126, 74
128, 80
122, 76
0, 86
0, 102
0, 102
0, 102
0, 100
0, 100
0, 106
0, 100
0, 94
0, 94
0, 92
0, 98
0, 96
0, 100
0, 98
0, 96
0, 94
0, 94
0, 96
0, 96
0, 92
0, 98
0, 96
0, 96
0, 96
0, 96
0, 98
0, 96
0, 100
0, 96
0, 132
0, 136
224, 78
148, 76
140, 76
142, 74
140, 78
148, 82
152, 78
140, 76
142, 84
140, 80
140, 80
138, 76
132, 82
130, 76
122, 80
124, 80
124, 76
122, 78
124, 80
124, 80
128, 78
124, 78
124, 78
136, 80
118, 78
122, 80
120, 78
122, 78
124, 76
124, 78
